Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2018-01-22 00:00:00-05:00,58.95090227024932,59.768097286504165,58.86396818254356,59.69854736328125,8566200,0.0,0.0
2018-01-23 00:00:00-05:00,59.637712322205665,59.89852130317475,59.32474419810193,59.411678314208984,7825600,0.0,0.0
2018-01-24 00:00:00-05:00,59.289950002723934,59.36819532470589,58.57707986952916,59.098697662353516,12383100,0.0,0.0
2018-01-25 00:00:00-05:00,59.23781372814072,59.43776817687746,58.49886374677576,58.61187744140625,9122200,0.0,0.0
2018-01-26 00:00:00-05:00,59.06391989509526,59.57683563232422,58.76833605102542,59.57683563232422,7919000,0.0,0.0
2018-01-29 00:00:00-05:00,59.25518621830836,59.37689527726311,58.455375303203375,58.524925231933594,9745300,0.0,0.0
2018-01-30 00:00:00-05:00,58.620543567844045,59.037836428150875,58.0119983889018,58.2380256652832,8059500,0.0,0.0
2018-01-31 00:00:00-05:00,58.72487078190802,59.44642962780295,58.64662546569937,59.33341598510742,13915600,0.0,0.0
2018-02-01 00:00:00-05:00,58.24672124500748,59.42034788386295,57.65556022676728,58.072853088378906,16838500,0.0,0.0
2018-02-02 00:00:00-05:00,57.533865736689165,58.281510937977686,57.25567263616181,57.438236236572266,10971700,0.0,0.0
2018-02-05 00:00:00-05:00,57.638189398218366,57.85552796060585,52.5959320977702,53.66523742675781,35996000,0.0,0.0
2018-02-06 00:00:00-05:00,54.169457938942045,56.09942188467776,54.07382845243314,55.98640823364258,24458700,0.0,0.0
2018-02-07 00:00:00-05:00,55.829926920964276,57.4817012019237,55.65605210406819,56.54279708862305,15021200,0.0,0.0
2018-02-08 00:00:00-05:00,56.18637094730443,56.56888899528816,54.247714402617866,54.265098571777344,13451600,0.0,0.0
2018-02-09 00:00:00-05:00,54.72585274493938,55.91686718335683,53.43051340487233,55.629981994628906,23095000,0.0,0.0
2018-02-12 00:00:00-05:00,56.41239212162878,57.116566883884076,55.977715032306534,57.0817985534668,13692100,0.0,0.0
2018-02-13 00:00:00-05:00,56.70798239506009,57.16873910054899,56.49064382585614,57.116573333740234,7695900,0.0,0.0
2018-02-14 00:00:00-05:00,56.638431312996,58.07286716719486,56.594960946977665,57.890296936035156,10370900,0.0,0.0
2018-02-15 00:00:00-05:00,57.707734142181565,57.707734142181565,55.51696429683062,56.75144577026367,15548400,0.0,0.0
2018-02-16 00:00:00-05:00,56.30807076652969,57.229590763929934,56.16028213871944,56.377620697021484,11760300,0.0,0.0
2018-02-20 00:00:00-05:00,54.77801187944078,55.760383147205815,53.77825644439089,55.629981994628906,27494600,0.0,0.0
