Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2018-01-22 00:00:00-05:00,39.00267981307656,39.86457086524664,38.9939753188786,39.82974624633789,27706800,0.0,0.0
2018-01-23 00:00:00-05:00,39.88198337549578,40.12574906696742,39.725275910675876,40.099632263183594,22135100,0.0,0.0
2018-01-24 00:00:00-05:00,39.96033120796475,40.16056775654661,39.14196938560815,39.62079620361328,32464200,0.0,0.0
2018-01-25 00:00:00-05:00,39.94292770210756,40.36951769319488,39.324802292133676,39.43798065185547,36758700,0.0,0.0
2018-01-26 00:00:00-05:00,42.119405815816336,43.66036005163304,41.89304915506612,43.59941864013672,86916100,0.0,0.0
2018-01-29 00:00:00-05:00,43.18153999399121,44.26978448296335,42.98130340654737,43.512367248535156,46304000,0.0,0.0
2018-01-30 00:00:00-05:00,43.07706622364659,43.58201322278413,42.43282739426368,42.476356506347656,32814600,0.0,0.0
2018-01-31 00:00:00-05:00,42.85941053106424,42.87682283734239,41.40551782794639,41.91046142578125,41619900,0.0,0.0
2018-02-01 00:00:00-05:00,41.52740820243751,42.19776717128809,41.309759315968826,41.48387908935547,28840400,0.0,0.0
2018-02-02 00:00:00-05:00,41.196577437670946,41.605758371934854,40.134449899909214,40.177982330322266,28663000,0.0,0.0
2018-02-05 00:00:00-05:00,40.35210707581201,41.144348984994565,38.74150645066843,38.75891876220703,47869000,0.0,0.0
2018-02-06 00:00:00-05:00,38.58362591466693,39.38124275541734,37.71588729541123,39.363712310791016,58145400,0.3,0.0
2018-02-07 00:00:00-05:00,39.074459123332524,40.5820402263552,38.86409718099072,39.617889404296875,37508400,0.0,0.0
2018-02-08 00:00:00-05:00,39.68801192518553,39.810721677740254,37.461699249714066,37.470462799072266,43151300,0.0,0.0
2018-02-09 00:00:00-05:00,38.1278284634391,38.81149880042124,36.84813663241493,38.522254943847656,49301100,0.0,0.0
2018-02-12 00:00:00-05:00,38.69756885323518,39.58283449849849,38.644977523813445,39.2935905456543,28379500,0.0,0.0
2018-02-13 00:00:00-05:00,39.08321879363679,39.249752946423214,38.79397156956692,38.96927261352539,19517600,0.0,0.0
2018-02-14 00:00:00-05:00,38.627442651386616,39.88960432046894,38.60114866148587,39.77566146850586,19922000,0.0,0.0
2018-02-15 00:00:00-05:00,40.21391249304363,40.3103282475309,39.398765369674585,40.24897003173828,23536800,0.0,0.0
2018-02-16 00:00:00-05:00,40.16131875196821,40.836225649160994,39.889601946005534,39.93342971801758,21475200,0.0,0.0
2018-02-20 00:00:00-05:00,39.84577899430207,40.94140646341678,39.784424123518825,40.599571228027344,25512000,0.0,0.0
2018-02-21 00:00:00-05:00,40.90635234153225,41.24819097699866,40.248975751434934,40.26650619506836,27527500,0.0,0.0
2018-02-22 00:00:00-05:00,40.44180585747548,40.80993847357687,39.98602436989716,40.143795013427734,16946400,0.0,0.0
2018-02-23 00:00:00-05:00,40.61710059615075,41.88802909547917,40.59080660753507,41.8354377746582,26040900,0.0,0.0
2018-02-26 00:00:00-05:00,42.247396747541664,43.062543868831874,42.15974454205415,43.045013427734375,26992300,0.0,0.0
2018-02-27 00:00:00-05:00,43.27289260530852,44.61394262289304,43.220304637599824,43.7462043762207,43624100,0.0,0.0
2018-02-28 00:00:00-05:00,43.982867873425306,44.123108050900335,43.194014785384766,43.202781677246094,35541200,0.0,0.0
2018-03-01 00:00:00-05:00,43.38683948584834,43.57967095351172,41.607541885973156,41.931846618652344,36326600,0.0,0.0
2018-03-02 00:00:00-05:00,41.370895899045706,42.992423294154385,41.16053394364416,42.931068420410156,33310600,0.0,0.0
2018-03-05 00:00:00-05:00,42.571699714969064,43.64979671910008,42.10715474846104,43.60597229003906,30826500,0.0,0.0
2018-03-06 00:00:00-05:00,43.96532766016681,44.99083644665746,43.956564113843115,44.44740295410156,39132300,0.0,0.0
