Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2018-01-22 00:00:00-05:00,42.14863067372316,42.262737624071626,41.98222394875779,42.07731246948242,108434400,0.0,0.0
2018-01-23 00:00:00-05:00,42.14863331676774,42.65736455207443,42.03452635926389,42.086822509765625,130756400,0.0,0.0
2018-01-24 00:00:00-05:00,42.13674921056656,42.14863618405983,41.17396239593216,41.41644287109375,204420400,0.0,0.0
2018-01-25 00:00:00-05:00,41.48537588367075,41.5899754323846,40.539231685804225,40.6771125793457,166116000,0.0,0.0
2018-01-26 00:00:00-05:00,40.888676583145006,40.888676583145006,40.42748976688238,40.77219009399414,156572000,0.0,0.0
2018-01-29 00:00:00-05:00,40.451273984627576,40.451273984627576,39.716704839203054,39.928279876708984,202561600,0.0,0.0
2018-01-30 00:00:00-05:00,39.35061521053371,39.78802829828262,39.15330304404588,39.69293975830078,184192800,0.0,0.0
2018-01-31 00:00:00-05:00,39.66915505518338,40.04238490958872,39.58119799817584,39.80228042602539,129915600,0.0,0.0
2018-02-01 00:00:00-05:00,39.74047045633056,40.08517083028853,39.643002378329044,39.88548278808594,188923200,0.0,0.0
2018-02-02 00:00:00-05:00,39.4623291871258,39.65250981230154,38.059753877817975,38.154842376708984,346375200,0.0,0.0
2018-02-05 00:00:00-05:00,37.82203845583581,38.95836335032882,37.085089709371225,37.201576232910156,290954000,0.0,0.0
2018-02-06 00:00:00-05:00,36.80696145854825,38.92033652172466,36.60964927715663,38.75630569458008,272975200,0.0,0.0
2018-02-07 00:00:00-05:00,38.770556114223844,38.84425025862637,37.81490455292132,37.926631927490234,206434400,0.0,0.0
2018-02-08 00:00:00-05:00,38.104924391194636,38.27371067407166,36.85449266509622,36.883018493652344,217562000,0.0,0.0
2018-02-09 00:00:00-05:00,37.491695062838474,37.687422388473465,35.861413443254904,37.33415603637695,282690400,0.1575,0.0
2018-02-12 00:00:00-05:00,37.83302846156508,39.119589977756796,37.59671990636015,38.83793258666992,243278000,0.0,0.0
2018-02-13 00:00:00-05:00,38.6565147196252,39.32485903098609,38.584905750160914,39.226993560791016,130196800,0.0,0.0
2018-02-14 00:00:00-05:00,38.91669863702846,39.99082247828308,38.87851033517721,39.95024490356445,162579600,0.0,0.0
2018-02-15 00:00:00-05:00,40.52788931006671,41.315580950875834,40.339322482090395,41.29171371459961,204588800,0.0,0.0
2018-02-16 00:00:00-05:00,41.141324766682125,41.72851399147348,41.000496089133065,41.15803146362305,160704400,0.0,0.0
2018-02-20 00:00:00-05:00,41.06733802633231,41.594850171122545,40.91695951414526,41.01959991455078,135722000,0.0,0.0
2018-02-21 00:00:00-05:00,41.253512585669306,41.561426453059816,40.81908746121052,40.833412170410156,149886400,0.0,0.0
2018-02-22 00:00:00-05:00,41.00766226372756,41.52085331151552,40.98618066091246,41.174747467041016,123967600,0.0,0.0
2018-02-23 00:00:00-05:00,41.454012632286414,41.92662602991789,41.42298122725855,41.89082336425781,135249600,0.0,0.0
2018-02-26 00:00:00-05:00,42.09371204167454,42.819340607403,42.06029500855909,42.71908950805664,152648800,0.0,0.0
2018-02-27 00:00:00-05:00,42.75012478285673,43.07952024134684,42.52575169353879,42.580650329589844,155712400,0.0,0.0
2018-02-28 00:00:00-05:00,42.788316044907226,43.112940265147124,42.49949813584752,42.516204833984375,151128400,0.0,0.0
2018-03-01 00:00:00-05:00,42.61645244407002,42.91243450476788,41.21293330210261,41.77147674560547,195208000,0.0,0.0
2018-03-02 00:00:00-05:00,41.24635845363477,42.08178815292987,41.162814026831484,42.060306549072266,153816000,0.0,0.0
2018-03-05 00:00:00-05:00,41.82160436560797,42.42550028444107,41.656904816438264,42.205902099609375,113605600,0.0,0.0
2018-03-06 00:00:00-05:00,42.46607174151364,42.54722686814798,42.04119649950651,42.17008972167969,95154000,0.0,0.0
2018-03-07 00:00:00-05:00,41.75715152018455,41.974364051751486,41.597226890777584,41.77863311767578,126814000,0.0,0.0
2018-03-08 00:00:00-05:00,41.88605535681677,42.277513681939006,41.78819350717443,42.23455047607422,95096400,0.0,0.0
2018-03-09 00:00:00-05:00,42.47802628792193,42.96496090899588,42.34196883012804,42.96018600463867,128740800,0.0,0.0
2018-03-12 00:00:00-04:00,43.03416899342025,43.535428191996395,43.01507666552482,43.37550354003906,128828400,0.0,0.0
2018-03-13 00:00:00-04:00,43.583167939147835,43.800380509531806,42.78354464921611,42.95779037475586,126774000,0.0,0.0
2018-03-14 00:00:00-04:00,43.04133270388761,43.08907080747795,42.442208030949764,42.592586517333984,117473600,0.0,0.0
2018-03-15 00:00:00-04:00,42.60690515959762,43.022234285784855,42.504268424828254,42.64270782470703,90975200,0.0,0.0
2018-03-16 00:00:00-04:00,42.64271877685255,42.7549053459203,42.39686403413418,42.49234390258789,157618800,0.0,0.0
2018-03-19 00:00:00-04:00,42.32524945723204,42.361052123730666,41.45162797282776,41.84308624267578,133787200,0.0,0.0
2018-03-20 00:00:00-04:00,41.82876968383789,42.2011320242871,41.75716070093977,41.82876968383789,78597600,0.0,0.0
2018-03-21 00:00:00-04:00,41.78103143890377,41.79296687741878,40.878767648373035,40.88115692138672,148219600,0.0,0.0
2018-03-22 00:00:00-04:00,40.57800557467661,41.21770414960569,40.2438352209351,40.30350875854492,165963200,0.0,0.0
2018-03-23 00:00:00-04:00,40.193706620383786,40.558908368038075,39.37021255493164,39.37021255493164,164115200,0.0,0.0
2018-03-26 00:00:00-04:00,40.11733479778501,41.31796629815876,39.72826209738542,41.23919677734375,150164800,0.0,0.0
2018-03-27 00:00:00-04:00,41.456404019164275,41.80728476009047,39.84283265078063,40.18177795410156,163690400,0.0,0.0
2018-03-28 00:00:00-04:00,39.92159227892239,40.5827760228749,39.42988296573999,39.737796783447266,166674000,0.0,0.0
2018-03-29 00:00:00-04:00,40.05526768086984,40.99572328393189,39.83805511423694,40.0481071472168,153594000,0.0,0.0
2018-04-02 00:00:00-04:00,39.775991556636264,40.32498881000903,39.25802570712819,39.78553771972656,150347200,0.0,0.0
2018-04-03 00:00:00-04:00,40.01468590556476,40.279636549444,39.355891383408824,40.19370651245117,121112000,0.0,0.0
2018-04-04 00:00:00-04:00,39.3558888894068,41.05777554100612,39.32963238970667,40.96229934692383,138422000,0.0,0.0
2018-04-05 00:00:00-04:00,41.19384014083671,41.587684062982866,41.07449305628527,41.24635314941406,107732800,0.0,0.0
2018-04-06 00:00:00-04:00,40.809543177243185,41.16997006841794,40.14835929614689,40.19132614135742,140021200,0.0,0.0
2018-04-09 00:00:00-04:00,40.549365361695365,41.315571581254126,40.54220482821791,40.589942932128906,116070800,0.0,0.0
2018-04-10 00:00:00-04:00,41.29409003980233,41.53278420188211,40.94320933017033,41.353763580322266,113634400,0.0,0.0
